IDENTIFIER	BINCODE	NAME
'260362_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'249410_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'254243_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'255344_s_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'255266_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'254248_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'254869_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'254256_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'254241_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'254266_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'254250_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'254251_at'	'30.2.17'	'signalling.receptor kinases.DUF 26'
'251539_at'	'30.2.18'	'signalling.receptor kinases.extensin'
'264240_at'	'30.2.18'	'signalling.receptor kinases.extensin'
'255559_at'	'30.2.18'	'signalling.receptor kinases.extensin'
'265308_at'	'30.2.18'	'signalling.receptor kinases.extensin'
'253747_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'266281_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'251479_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'255280_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'250695_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'267550_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'258982_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'251482_s_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'255503_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'249223_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'251910_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'251792_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'250425_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'255502_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'248055_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'266282_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'252494_at'	'30.2.19'	'signalling.receptor kinases.legume-lectin'
'255911_at'	'30.2.20'	'signalling.receptor kinases.wheat LRK10 like'
'245760_s_at'	'30.2.20'	'signalling.receptor kinases.wheat LRK10 like'
'249552_s_at'	'30.2.20'	'signalling.receptor kinases.wheat LRK10 like'
'255740_at'	'30.2.20'	'signalling.receptor kinases.wheat LRK10 like'
'261718_at'	'30.2.20'	'signalling.receptor kinases.wheat LRK10 like'
'249550_at'	'30.2.20'	'signalling.receptor kinases.wheat LRK10 like'
'249553_at'	'30.2.20'	'signalling.receptor kinases.wheat LRK10 like'
'260407_at'	'30.2.20'	'signalling.receptor kinases.wheat LRK10 like'
'255879_at'	'30.2.20'	'signalling.receptor kinases.wheat LRK10 like'
'256366_at'	'30.2.20'	'signalling.receptor kinases.wheat LRK10 like'
'261719_at'	'30.2.20'	'signalling.receptor kinases.wheat LRK10 like'
'267289_at'	'30.2.21'	'signalling.receptor kinases.lysine motif'
'255844_at'	'30.2.21'	'signalling.receptor kinases.lysine motif'
'258173_at'	'30.2.21'	'signalling.receptor kinases.lysine motif'
'246371_at'	'30.2.21'	'signalling.receptor kinases.lysine motif'
'249526_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'262228_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'256769_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'253262_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'259656_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'247985_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'253397_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'245845_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'258132_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'260366_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'257804_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'264312_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'262389_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'251843_x_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'259671_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'265923_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'265178_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'258131_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'257159_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'261830_at'	'30.2.22'	'signalling.receptor kinases.proline extensin like'
'260477_at'	'30.2.23'	'signalling.receptor kinases.RKF3 like'
'265772_at'	'30.2.23'	'signalling.receptor kinases.RKF3 like'
'254408_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'254407_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'256636_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'264764_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'253911_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'264753_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'254416_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'262458_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'261873_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'265062_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'249771_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'253910_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'264765_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'264754_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'264762_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'264755_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'254870_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'265063_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'259726_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'262508_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'262926_s_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'264759_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'264767_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'261819_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'262567_at'	'30.2.24'	'signalling.receptor kinases.S-locus glycoprotein like'
'262705_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'253556_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'260419_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'259560_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'257957_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'267134_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'251912_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'255892_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'257478_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'259561_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'257479_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'251081_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'259559_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'261402_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'261394_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'259558_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'259557_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'261842_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'260657_at'	'30.2.25'	'signalling.receptor kinases.wall associated kinase'
'251521_at'	'30.2.26'	'signalling.receptor kinases.crinkly like'
'267013_at'	'30.2.26'	'signalling.receptor kinases.crinkly like'
'261501_at'	'30.2.26'	'signalling.receptor kinases.crinkly like'
'248775_at'	'30.2.26'	'signalling.receptor kinases.crinkly like'
'258704_at'	'30.2.26'	'signalling.receptor kinases.crinkly like'
'251769_at'	'30.2.26'	'signalling.receptor kinases.crinkly like'
'252042_at'	'30.2.26'	'signalling.receptor kinases.crinkly like'
'249879_at'	'30.2.26'	'signalling.receptor kinases.crinkly like'
'259670_at'	'30.2.27'	'signalling.receptor kinases.C-Lectin'
'258557_at'	'30.2.99'	'signalling.receptor kinases.misc'
'267165_at'	'30.2.99'	'signalling.receptor kinases.misc'
'267596_s_at'	'30.2.99'	'signalling.receptor kinases.misc'
'249473_at'	'30.2.99'	'signalling.receptor kinases.misc'
'248934_at'	'30.2.99'	'signalling.receptor kinases.misc'
'267328_at'	'30.2.99'	'signalling.receptor kinases.misc'
'246374_at'	'30.2.99'	'signalling.receptor kinases.misc'
'256169_at'	'30.2.99'	'signalling.receptor kinases.misc'
'262597_at'	'30.2.99'	'signalling.receptor kinases.misc'
'247110_at'	'30.2.99'	'signalling.receptor kinases.misc'
'247620_at'	'30.2.99'	'signalling.receptor kinases.misc'
'256170_at'	'30.2.99'	'signalling.receptor kinases.misc'
'266784_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257264_at'	'30.2.99'	'signalling.receptor kinases.misc'
'246368_at'	'30.2.99'	'signalling.receptor kinases.misc'
'251976_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257559_at'	'30.2.99'	'signalling.receptor kinases.misc'
'251097_at'	'30.2.99'	'signalling.receptor kinases.misc'
'251381_at'	'30.2.99'	'signalling.receptor kinases.misc'
'266785_at'	'30.2.99'	'signalling.receptor kinases.misc'
'256529_at'	'30.2.99'	'signalling.receptor kinases.misc'
'252511_at'	'30.2.99'	'signalling.receptor kinases.misc'
'246459_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257592_at'	'30.2.99'	'signalling.receptor kinases.misc'
'261989_at'	'30.2.99'	'signalling.receptor kinases.misc'
'264838_at'	'30.2.99'	'signalling.receptor kinases.misc'
'259004_at'	'30.2.99'	'signalling.receptor kinases.misc'
'251096_at'	'30.2.99'	'signalling.receptor kinases.misc'
'267593_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257255_at'	'30.2.99'	'signalling.receptor kinases.misc'
'260750_at'	'30.2.99'	'signalling.receptor kinases.misc'
'251482_s_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257256_at'	'30.2.99'	'signalling.receptor kinases.misc'
'247662_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257099_s_at'	'30.2.99'	'signalling.receptor kinases.misc'
'245963_at'	'30.2.99'	'signalling.receptor kinases.misc'
'254473_s_at'	'30.2.99'	'signalling.receptor kinases.misc'
'252517_at'	'30.2.99'	'signalling.receptor kinases.misc'
'251481_at'	'30.2.99'	'signalling.receptor kinases.misc'
'251072_at'	'30.2.99'	'signalling.receptor kinases.misc'
'263232_at'	'30.2.99'	'signalling.receptor kinases.misc'
'252554_s_at'	'30.2.99'	'signalling.receptor kinases.misc'
'256181_at'	'30.2.99'	'signalling.receptor kinases.misc'
'264718_at'	'30.2.99'	'signalling.receptor kinases.misc'
'254996_at'	'30.2.99'	'signalling.receptor kinases.misc'
'265545_at'	'30.2.99'	'signalling.receptor kinases.misc'
'259074_at'	'30.2.99'	'signalling.receptor kinases.misc'
'252510_at'	'30.2.99'	'signalling.receptor kinases.misc'
'246375_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257799_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257486_at'	'30.2.99'	'signalling.receptor kinases.misc'
'252523_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257257_at'	'30.2.99'	'signalling.receptor kinases.misc'
'261611_at'	'30.2.99'	'signalling.receptor kinases.misc'
'249068_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257558_s_at'	'30.2.99'	'signalling.receptor kinases.misc'
'247600_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257261_s_at'	'30.2.99'	'signalling.receptor kinases.misc'
'266710_at'	'30.2.99'	'signalling.receptor kinases.misc'
'256168_at'	'30.2.99'	'signalling.receptor kinases.misc'
'258013_at'	'30.2.99'	'signalling.receptor kinases.misc'
'245201_at'	'30.2.99'	'signalling.receptor kinases.misc'
'247661_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257387_s_at'	'30.2.99'	'signalling.receptor kinases.misc'
'246373_at'	'30.2.99'	'signalling.receptor kinases.misc'
'246366_at'	'30.2.99'	'signalling.receptor kinases.misc'
'260609_at'	'30.2.99'	'signalling.receptor kinases.misc'
'261070_at'	'30.2.99'	'signalling.receptor kinases.misc'
'258010_at'	'30.2.99'	'signalling.receptor kinases.misc'
'246367_at'	'30.2.99'	'signalling.receptor kinases.misc'
'266787_at'	'30.2.99'	'signalling.receptor kinases.misc'
'258558_at'	'30.2.99'	'signalling.receptor kinases.misc'
'267441_at'	'30.2.99'	'signalling.receptor kinases.misc'
'247710_at'	'30.2.99'	'signalling.receptor kinases.misc'
'250284_at'	'30.2.99'	'signalling.receptor kinases.misc'
'267597_at'	'30.2.99'	'signalling.receptor kinases.misc'
'251054_at'	'30.2.99'	'signalling.receptor kinases.misc'
'252520_at'	'30.2.99'	'signalling.receptor kinases.misc'
'245202_at'	'30.2.99'	'signalling.receptor kinases.misc'
'249574_at'	'30.2.99'	'signalling.receptor kinases.misc'
'261541_at'	'30.2.99'	'signalling.receptor kinases.misc'
'263323_at'	'30.2.99'	'signalling.receptor kinases.misc'
'261764_at'	'30.2.99'	'signalling.receptor kinases.misc'
'260345_at'	'30.2.99'	'signalling.receptor kinases.misc'
'250654_at'	'30.2.99'	'signalling.receptor kinases.misc'
'265624_at'	'30.2.99'	'signalling.receptor kinases.misc'
'260179_at'	'30.2.99'	'signalling.receptor kinases.misc'
'256180_at'	'30.2.99'	'signalling.receptor kinases.misc'
'246146_at'	'30.2.99'	'signalling.receptor kinases.misc'
'264743_at'	'30.2.99'	'signalling.receptor kinases.misc'
'261542_at'	'30.2.99'	'signalling.receptor kinases.misc'
'257258_at'	'30.2.99'	'signalling.receptor kinases.misc'
'254467_at'	'30.2.99'	'signalling.receptor kinases.misc'
'265659_at'	'30.2.99'	'signalling.receptor kinases.misc'
'255423_at'	'30.3'	'signalling.calcium'
'259484_at'	'30.3'	'signalling.calcium'
'254293_at'	'30.3'	'signalling.calcium'
'249577_at'	'30.3'	'signalling.calcium'
'265116_at'	'30.3'	'signalling.calcium'
'253284_at'	'30.3'	'signalling.calcium'
'250581_at'	'30.3'	'signalling.calcium'
'255783_at'	'30.3'	'signalling.calcium'
'267366_at'	'30.3'	'signalling.calcium'
'249445_at'	'30.3'	'signalling.calcium'
'248001_at'	'30.3'	'signalling.calcium'
'261580_at'	'30.3'	'signalling.calcium'
'250875_at'	'30.3'	'signalling.calcium'
'253833_at'	'30.3'	'signalling.calcium'
'252417_at'	'30.3'	'signalling.calcium'
'256982_at'	'30.3'	'signalling.calcium'
'245694_at'	'30.3'	'signalling.calcium'
'266199_at'	'30.3'	'signalling.calcium'
'250233_at'	'30.3'	'signalling.calcium'
'267531_at'	'30.3'	'signalling.calcium'
'248607_at'	'30.3'	'signalling.calcium'
'255236_at'	'30.3'	'signalling.calcium'
'263903_at'	'30.3'	'signalling.calcium'
'245117_at'	'30.3'	'signalling.calcium'
'259137_at'	'30.3'	'signalling.calcium'
'263296_at'	'30.3'	'signalling.calcium'
'253457_at'	'30.3'	'signalling.calcium'
'245702_at'	'30.3'	'signalling.calcium'
'259879_at'	'30.3'	'signalling.calcium'
'250308_at'	'30.3'	'signalling.calcium'
'267255_at'	'30.3'	'signalling.calcium'
'256833_at'	'30.3'	'signalling.calcium'
'249709_at'	'30.3'	'signalling.calcium'
'267402_at'	'30.3'	'signalling.calcium'
'249801_at'	'30.3'	'signalling.calcium'
'260610_at'	'30.3'	'signalling.calcium'
'249783_at'	'30.3'	'signalling.calcium'
'258945_at'	'30.3'	'signalling.calcium'
'253571_at'	'30.3'	'signalling.calcium'
'252280_at'	'30.3'	'signalling.calcium'
'266019_at'	'30.3'	'signalling.calcium'
'252915_at'	'30.3'	'signalling.calcium'
'267511_at'	'30.3'	'signalling.calcium'
'266323_at'	'30.3'	'signalling.calcium'
'253414_at'	'30.3'	'signalling.calcium'
'261378_at'	'30.3'	'signalling.calcium'
'254379_at'	'30.3'	'signalling.calcium'
'257621_at'	'30.3'	'signalling.calcium'
'250613_at'	'30.3'	'signalling.calcium'
'257731_at'	'30.3'	'signalling.calcium'
'256129_at'	'30.3'	'signalling.calcium'
'250939_at'	'30.3'	'signalling.calcium'
'258617_at'	'30.3'	'signalling.calcium'
'267069_at'	'30.3'	'signalling.calcium'
'254026_at'	'30.3'	'signalling.calcium'
'253167_at'	'30.3'	'signalling.calcium'
'247990_at'	'30.3'	'signalling.calcium'
'265494_at'	'30.3'	'signalling.calcium'
'251636_at'	'30.3'	'signalling.calcium'
'255795_at'	'30.3'	'signalling.calcium'
'253915_at'	'30.3'	'signalling.calcium'
'266447_at'	'30.3'	'signalling.calcium'
'245251_at'	'30.3'	'signalling.calcium'
'266361_at'	'30.3'	'signalling.calcium'
'259045_at'	'30.3'	'signalling.calcium'
'265688_at'	'30.3'	'signalling.calcium'
'259046_at'	'30.3'	'signalling.calcium'
'250625_at'	'30.3'	'signalling.calcium'
'246065_at'	'30.3'	'signalling.calcium'
'249582_at'	'30.3'	'signalling.calcium'
'252285_at'	'30.3'	'signalling.calcium'
'247493_at'	'30.3'	'signalling.calcium'
'257245_at'	'30.3'	'signalling.calcium'
'259609_at'	'30.3'	'signalling.calcium'
'249395_at'	'30.3'	'signalling.calcium'
'262743_at'	'30.3'	'signalling.calcium'
'262877_at'	'30.3'	'signalling.calcium'
'256755_at'	'30.3'	'signalling.calcium'
'260881_at'	'30.3'	'signalling.calcium'
'265636_at'	'30.3'	'signalling.calcium'
'256712_at'	'30.3'	'signalling.calcium'
'264851_at'	'30.3'	'signalling.calcium'
'263450_at'	'30.3'	'signalling.calcium'
'252136_at'	'30.3'	'signalling.calcium'
'245156_at'	'30.3'	'signalling.calcium'
'256822_at'	'30.3'	'signalling.calcium'
'260068_at'	'30.3'	'signalling.calcium'
'267076_at'	'30.3'	'signalling.calcium'
'253412_at'	'30.3'	'signalling.calcium'
'255772_at'	'30.3'	'signalling.calcium'
'247426_at'	'30.3'	'signalling.calcium'
'248164_at'	'30.3'	'signalling.calcium'
'260960_at'	'30.3'	'signalling.calcium'
'247480_at'	'30.3'	'signalling.calcium'
'261692_at'	'30.3'	'signalling.calcium'
'249197_at'	'30.3'	'signalling.calcium'
'266317_at'	'30.3'	'signalling.calcium'
'265047_at'	'30.3'	'signalling.calcium'
'246345_at'	'30.3'	'signalling.calcium'
'249583_at'	'30.3'	'signalling.calcium'
'254390_at'	'30.3'	'signalling.calcium'
'246430_at'	'30.3'	'signalling.calcium'
'262671_at'	'30.3'	'signalling.calcium'
'255642_at'	'30.3'	'signalling.calcium'
'246013_at'	'30.3'	'signalling.calcium'
'246431_at'	'30.3'	'signalling.calcium'
'258035_at'	'30.3'	'signalling.calcium'
'265479_at'	'30.3'	'signalling.calcium'
'263940_at'	'30.3'	'signalling.calcium'
'252311_at'	'30.3'	'signalling.calcium'
'255306_at'	'30.3'	'signalling.calcium'
'257233_at'	'30.3'	'signalling.calcium'
'247870_at'	'30.3'	'signalling.calcium'
'254224_at'	'30.3'	'signalling.calcium'
'256839_at'	'30.3'	'signalling.calcium'
'259866_at'	'30.3'	'signalling.calcium'
'252312_at'	'30.3'	'signalling.calcium'
'254782_at'	'30.3'	'signalling.calcium'
'245257_at'	'30.3'	'signalling.calcium'
'262026_at'	'30.3'	'signalling.calcium'
'253034_at'	'30.3'	'signalling.calcium'
'245574_at'	'30.3'	'signalling.calcium'
'259912_at'	'30.3'	'signalling.calcium'
'262210_at'	'30.3'	'signalling.calcium'
'264449_at'	'30.3'	'signalling.calcium'
'264260_at'	'30.3'	'signalling.calcium'
'256764_at'	'30.3'	'signalling.calcium'
'247494_at'	'30.3'	'signalling.calcium'
'251478_at'	'30.3'	'signalling.calcium'
'246301_at'	'30.3'	'signalling.calcium'
'266371_at'	'30.3'	'signalling.calcium'
'255039_at'	'30.3'	'signalling.calcium'
'245036_at'	'30.3'	'signalling.calcium'
'261421_at'	'30.3'	'signalling.calcium'
'261085_at'	'30.3'	'signalling.calcium'
'254774_at'	'30.3'	'signalling.calcium'
'253702_at'	'30.3'	'signalling.calcium'
'251176_at'	'30.3'	'signalling.calcium'
'264568_at'	'30.3'	'signalling.calcium'
'246044_at'	'30.3'	'signalling.calcium'
'255677_at'	'30.3'	'signalling.calcium'
'260135_at'	'30.3'	'signalling.calcium'
'255292_s_at'	'30.3'	'signalling.calcium'
'256405_at'	'30.3'	'signalling.calcium'
'256085_at'	'30.3'	'signalling.calcium'
'255574_at'	'30.3'	'signalling.calcium'
'248191_at'	'30.3'	'signalling.calcium'
'262492_at'	'30.3'	'signalling.calcium'
'267381_at'	'30.3'	'signalling.calcium'
'264629_at'	'30.3'	'signalling.calcium'
'254487_at'	'30.3'	'signalling.calcium'
'252014_at'	'30.3'	'signalling.calcium'
'262004_at'	'30.3'	'signalling.calcium'
'259143_at'	'30.3'	'signalling.calcium'
'262639_at'	'30.3'	'signalling.calcium'
'258700_at'	'30.3'	'signalling.calcium'
'246050_s_at'	'30.3'	'signalling.calcium'
'258375_at'	'30.3'	'signalling.calcium'
'249417_at'	'30.3'	'signalling.calcium'
'252037_at'	'30.3'	'signalling.calcium'
'265243_at'	'30.3'	'signalling.calcium'
'253128_at'	'30.3'	'signalling.calcium'
'248190_at'	'30.3'	'signalling.calcium'
'258812_at'	'30.3'	'signalling.calcium'
'252713_at'	'30.3'	'signalling.calcium'
'246014_at'	'30.3'	'signalling.calcium'
'254986_at'	'30.3'	'signalling.calcium'
'261479_at'	'30.3'	'signalling.calcium'
'259064_at'	'30.3'	'signalling.calcium'
'257677_at'	'30.3'	'signalling.calcium'
'256671_at'	'30.3'	'signalling.calcium'
'249055_at'	'30.3'	'signalling.calcium'
'250872_at'	'30.3'	'signalling.calcium'
'246295_at'	'30.3'	'signalling.calcium'
'253783_at'	'30.3'	'signalling.calcium'
'260702_at'	'30.3'	'signalling.calcium'
'251872_at'	'30.3'	'signalling.calcium'
'257405_at'	'30.3'	'signalling.calcium'
'260046_at'	'30.3'	'signalling.calcium'
'245300_at'	'30.3'	'signalling.calcium'
'251488_at'	'30.3'	'signalling.calcium'
'253063_at'	'30.3'	'signalling.calcium'
'251432_at'	'30.3'	'signalling.calcium'
'251351_s_at'	'30.3'	'signalling.calcium'
'267083_at'	'30.3'	'signalling.calcium'
'257270_at'	'30.3'	'signalling.calcium'
'264334_at'	'30.3'	'signalling.calcium'
'264123_at'	'30.3'	'signalling.calcium'
'248827_at'	'30.3'	'signalling.calcium'
'251649_at'	'30.3'	'signalling.calcium'
'257229_at'	'30.3'	'signalling.calcium'
'265460_at'	'30.3'	'signalling.calcium'
'245903_at'	'30.3'	'signalling.calcium'
'253982_at'	'30.3'	'signalling.calcium'
'245732_at'	'30.3'	'signalling.calcium'
'260138_at'	'30.3'	'signalling.calcium'
'249730_at'	'30.3'	'signalling.calcium'
'264646_at'	'30.3'	'signalling.calcium'
'257573_at'	'30.3'	'signalling.calcium'
'247464_at'	'30.3'	'signalling.calcium'
'259044_at'	'30.3'	'signalling.calcium'
'247137_at'	'30.3'	'signalling.calcium'
'267064_at'	'30.3'	'signalling.calcium'
'250540_at'	'30.3'	'signalling.calcium'
'246821_at'	'30.3'	'signalling.calcium'
'258947_at'	'30.3'	'signalling.calcium'
'246290_at'	'30.3'	'signalling.calcium'
'256216_at'	'30.3'	'signalling.calcium'
'246955_at'	'30.3'	'signalling.calcium'
'260076_at'	'30.3'	'signalling.calcium'
'260587_at'	'30.3'	'signalling.calcium'
'262220_at'	'30.3'	'signalling.calcium'
'253968_at'	'30.3'	'signalling.calcium'
'262321_at'	'30.4'	'signalling.phosphinositides'
'246180_at'	'30.4'	'signalling.phosphinositides'
'265535_at'	'30.4'	'signalling.phosphinositides'
'247122_at'	'30.4'	'signalling.phosphinositides'
'266646_at'	'30.4'	'signalling.phosphinositides'
'263333_at'	'30.4'	'signalling.phosphinositides'
'265814_at'	'30.4'	'signalling.phosphinositides'
'251460_at'	'30.4'	'signalling.phosphinositides'
'261060_at'	'30.4'	'signalling.phosphinositides'
'254492_at'	'30.4'	'signalling.phosphinositides'
'251697_at'	'30.4'	'signalling.phosphinositides'
'246300_at'	'30.4'	'signalling.phosphinositides'
'257007_at'	'30.4'	'signalling.phosphinositides'
'262003_at'	'30.4'	'signalling.phosphinositides'
'264197_at'	'30.4'	'signalling.phosphinositides'
'262387_s_at'	'30.4'	'signalling.phosphinositides'
'266518_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'245037_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'255610_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'259425_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'258690_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'259677_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'255959_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'253371_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'259721_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'251711_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'262221_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'260855_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'258361_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'260466_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'258651_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'262308_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'267081_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'262540_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'259730_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'245431_at'	'30.4.1'	'signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase'
'247321_s_at'	'30.4.2'	'signalling.phosphinositides.phosphatidylinositol 4-kinase'
'262387_s_at'	'30.4.2'	'signalling.phosphinositides.phosphatidylinositol 4-kinase'
'256192_at'	'30.4.3'	'signalling.phosphinositides.bis(5''-nucleosyl)-tetraphosphatase'
'258924_at'	'30.4.3'	'signalling.phosphinositides.bis(5''-nucleosyl)-tetraphosphatase'
'250705_at'	'30.4.3'	'signalling.phosphinositides.bis(5''-nucleosyl)-tetraphosphatase'
